2,global_rounds,id_list
3,0,"[18, 8, 19, 2, 13, 9, 0, 11, 6, 5, 1, 17, 10, 4, 3, 12, 16, 14, 7, 15]"
4,1,"[13, 0, 12, 11, 4, 3, 19, 5, 6, 18, 10, 9, 14, 1, 15, 2, 7, 8, 16, 17]"
5,2,"[18, 16, 1, 13, 9, 5, 19, 17, 8, 12, 2, 0, 11, 6, 15, 10, 4, 7, 14, 3]"
6,3,"[8, 5, 0, 18, 11, 4, 7, 17, 15, 16, 3, 1, 2, 12, 13, 10, 19, 6, 14, 9]"
7,4,"[4, 6, 3, 11, 19, 15, 5, 0, 1, 7, 14, 10, 17, 18, 12, 2, 9, 16, 13, 8]"
8,5,"[17, 7, 4, 14, 12, 13, 11, 18, 16, 0, 5, 15, 1, 2, 9, 6, 19, 10, 8, 3]"
9,6,"[3, 19, 7, 1, 17, 0, 11, 10, 2, 18, 13, 15, 4, 12, 14, 6, 9, 5, 16, 8]"
10,7,"[6, 19, 0, 2, 13, 14, 16, 17, 4, 15, 12, 18, 9, 3, 8, 1, 10, 11, 7, 5]"
11,8,"[7, 13, 2, 18, 9, 16, 10, 17, 14, 12, 0, 6, 4, 5, 8, 3, 15, 11, 19, 1]"
12,9,"[10, 11, 0, 5, 19, 4, 14, 9, 12, 17, 15, 6, 8, 18, 3, 1, 2, 13, 16, 7]"
13,10,"[5, 18, 3, 15, 4, 12, 8, 19, 6, 17, 10, 11, 7, 0, 1, 13, 16, 2, 9, 14]"
14,11,"[18, 8, 12, 1, 3, 17, 16, 15, 9, 4, 6, 2, 14, 11, 0, 19, 7, 5, 10, 13]"
15,12,"[5, 10, 6, 1, 16, 11, 15, 13, 3, 9, 14, 4, 8, 2, 18, 12, 0, 7, 19, 17]"
16,13,"[4, 8, 14, 2, 11, 10, 7, 18, 17, 16, 15, 5, 3, 0, 1, 19, 12, 13, 9, 6]"
17,14,"[13, 19, 2, 11, 3, 16, 14, 1, 6, 0, 5, 12, 7, 15, 18, 4, 10, 17, 8, 9]"
18,15,"[15, 18, 3, 14, 12, 2, 11, 17, 4, 10, 16, 8, 9, 13, 5, 19, 0, 7, 6, 1]"
19,16,"[3, 10, 1, 0, 11, 17, 5, 13, 16, 8, 2, 6, 12, 9, 18, 19, 7, 14, 15, 4]"
20,17,"[3, 12, 14, 10, 1, 6, 9, 5, 11, 19, 4, 17, 16, 2, 18, 0, 15, 8, 13, 7]"
21,18,"[14, 2, 4, 19, 12, 0, 7, 5, 10, 6, 15, 18, 11, 1, 17, 8, 9, 3, 16, 13]"
22,19,"[8, 7, 1, 15, 2, 10, 11, 16, 6, 4, 3, 12, 18, 9, 0, 14, 17, 19, 5, 13]"
23,20,"[17, 18, 19, 1, 10, 0, 12, 14, 4, 3, 5, 6, 9, 15, 11, 16, 8, 13, 7, 2]"

